"Stadtteil";"u_intervall_1";"u_intervall_2";"u_intervall_3";"u_intervall_4";"u_intervall_5";"o_intervall_1";"o_intervall_2";"o_intervall_3";"o_intervall_4";"o_intervall_5";"mean_1";"mean_2";"mean_3";"mean_4";"mean_5";"median_1";"median_2";"median_3";"median_4";"median_5"
"Freiberg";1792,05626540234;2093,97671652661;599,654228492738;139,220355796052;42,6901753826994;2989,24346209781;2713,05828306161;1057,66538155785;272,491665862319;86,7284041158771;2517,35569074741;2324,45898460027;822,15466451044;191,975359275933;66,0553008659375;2666,42136956781;2231,44896672517;814,501558022375;175,64518097799;67,6388433561131
"Gablenberg";2349,27934359049;3406,05140490042;1316,80726425848;300,832654425905;82,1222911055428;3451,79901674412;3948,0832036439;1674,11561016311;444,165867353034;143,329851533779;2968,4275486305;3634,30141239354;1470,97399076463;357,876884044231;126,420164167104;3048,29621741073;3583,98859841868;1442,16523023973;340,674087755715;142,530861634684
"Gaisburg";1839,41809645262;2670,96543752077;1029,29648846195;238,856431303368;65,174726570809;2691,842994675;3094,44947490212;1312,85255173531;348,384694709487;113,110622621122;2323,59309191946;2849,54655288486;1153,77509342134;280,932200504535;99,1530612697988;2391,78432292612;2810,53372544182;1133,42282674218;266,00471520819;110,929986768426
"Gänsheide";796,052159898733;1004,17398920341;347,419561033971;76,4997376598671;20,7362019645654;1236,14251221776;1235,02141985663;487,739405296091;126,05811963145;40,1568932375179;1046,49011250498;1102,50999215429;406,303796783441;96,0556380288748;33,6404605284153;1082,24632008937;1082,40680112402;393,038283393334;89,9105902444235;37,3980051488548
"Gehrenwald";713,024617511099;889,619425665219;313,875395523354;68,0351090955229;18,3963828645623;1058,77094189219;1079,50665642333;414,709579444787;107,499399896574;36,9184057971883;913,062269241531;969,275114401476;353,805102909895;83,6244272381346;29,2330862089633;945,020492229635;951,289318351123;341,467003410865;78,7505128170596;31,086841359655
"Giebel";1458,60022012606;1420,74371422303;414,605330425025;79,7874873055931;31,2421476623861;2089,19457463386;1797,95987033604;597,964580743083;146,178579364623;47,6201448037847;1810,240781242;1565,71230484981;509,886448275931;116,073430503394;39,0870351288661;1852,99770343262;1514,37173140308;514,123498501668;119,709191877848;38,6821985356669
"Hafen";13,4033999637489;16,955687803857;5,80351719153344;1,23776829374294;0,324156757325385;15,6422994854308;18,3637094922821;6,71050802499997;1,52058514713391;0,592902636034076;14,3225641831104;17,6214725526185;6,17039985583938;1,3973534826858;0,488209925745913;14,0869341343111;17,5765006756172;6,06850250004254;1,41873790885919;0,523127842294362
"Haigst";914,894773104829;325,798497869284;60,3289348243376;10,9654458732412;2,85434445379043;995,25558613835;391,775477284074;71,3403803775202;14,8618942859309;4,86400111964471;967,163438876072;348,634351005101;64,699945761317;12,3954359540971;4,10682840341281;981,384920351934;336,690072685598;63,3649906558911;11,7857487476395;4,39818795246603
"Hallschlag";1810,04930843473;2205,83522673606;798,822786981453;183,569745130512;48,9921097199973;2252,04357720333;2513,73250478532;906,60167347498;223,146919062635;82,0980046210189;2051,36390909745;2337,09835425608;855,695535627206;199,25700849951;69,5851925197523;2075,26681060148;2310,40951719184;859,205306684842;194,431921914729;74,3382929306279
"Hasenberg";1926,71946870011;1215,50320079819;293,544877001734;54,0542675367955;14,4708148757471;2172,58579225892;1406,11620495699;325,57522212777;71,8666590983627;25,9424206762226;2073,12827557261;1290,14765606149;305,867313848289;61,991156233167;20,8655982844445;2100,74668156449;1265,8393656896;301,522918887745;60,8507949573881;21,6408694708676
"Hauptbahnhof";58,1496939226235;70,594180070625;25,2327937688628;5,44498063593805;1,86480204217112;62,9074967540445;75,7062784231812;30,0591041257935;7,05266374209948;2,57449653958955;60,3620334097644;72,4061022229431;26,8356388722151;6,24760002921385;2,14862546586352;60,1660781996825;71,5306586653432;25,8823329014939;6,24616219414926;2,06506802466728
"Hausen";781,383403281359;954,15739138308;288,356652980369;55,5923820005418;21,8818553358829;1031,69937309291;1076,30671924666;389,505586332262;92,4510035591869;32,030816511121;888,559163462243;1015,61592558365;344,210750872009;78,2637556135606;26,3504044685369;867,403604962372;1016,06753766457;350,422081714001;83,2544177708502;25,6375439332838
"Hedelfingen";1493,68676259239;1608,69354623377;543,554060740595;117,278330068972;31,2568777994185;1954,02469273117;1913,71288380016;645,469505798742;158,178159762455;58,4353897676249;1729,78445077745;1744,81355649026;598,695027738231;136,887745778634;47,8192192154305;1736,75941914883;1725,53160528236;603,616491818893;135,898923264424;51,316966782382
"Heerstraße";2106,02277702953;1266,12658221091;301,773998905846;57,5704858508326;14,9697320308497;2435,44052803795;1518,44194871082;352,485055472282;77,4177236326988;26,8383114195714;2291,74667729273;1371,57237286147;325,415360723647;65,9927741220986;22,2728150000596;2316,47023583272;1347,20544039158;323,398694293745;64,2265028048432;23,8831600292939
"Heilbronner Straße";610,94438889733;648,684025362583;174,160057142886;39,0347591890155;14,5849931732564;748,410744362478;717,221385148835;253,022554603059;55,9465835718359;15,90090140754;671,629261562746;679,656516912656;212,707669610331;46,5376815428622;15,4688703714051;662,16066736609;675,77864827377;211,668097536634;45,4165170280816;15,7346622314132
"Heslach";3870,24267651861;3496,63190358848;891,54733277472;200,940007929023;60,0443886007783;4165,06092051812;3567,00599595846;1135,38439385385;235,348448761511;88,3231839766931;4017,13356125213;3535,45570076305;1025,60812593058;217,707198626049;74,0954134281818;4016,52387035068;3539,73423133904;1039,89314077329;217,193046015204;73,991445356942
"Heumaden";3914,32731344655;2045,99899554058;448,113200442264;84,2468528975382;22,0182872604125;5076,9978269968;2888,10028161226;680,557416749967;149,943844869293;45,6959801843324;4611,2099734587;2381,7851391706;539,430166227404;109,034811175376;36,5399099679218;4747,14809491402;2281,47396339905;510,129998734803;99,551825636506;39,6961173156269
"Heusteigviertel";1046,0835611916;1276,53379071991;449,641313788167;97,3805883330521;32,9677453949258;1130,43287220919;1362,93804576063;535,539746404318;124,755370510081;45,6316361818553;1086,96157255921;1304,86152678734;479,669227028577;111,268406550208;38,2392670746625;1085,43610886369;1287,36224272508;464,467694007795;111,504203172139;36,9917097643942
"Hofen";1037,52426655701;1286,47874668999;372,210975273362;86,7350074507597;25,1958172043755;1687,66943900591;1604,6920121797;630,454192607966;162,584811218043;51,7447174372888;1431,42011675512;1405,55465223367;495,354094377604;115,060765252994;39,6103713806046;1512,3886626065;1358,45967905583;488,320577244592;103,767654568984;40,9516702744545
"Hoffeld";1535,74273662657;455,2124090066;82,5370859866218;14,7509473546575;3,79866449453576;1721,41822862396;606,354543662771;107,27757422761;22,2227818642496;6,6850281524302;1654,04454207399;509,698085088731;91,1191364509834;17,3903519333307;5,74788445296551;1684,00225907249;484,891742446431;86,6624380320042;16,100337020245;6,34322342882732
"Hohenheim";199,843484590409;213,774820568517;55,426224418013;12,4838082940517;3,35954692710334;231,438034774003;226,837381910657;71,830905635432;14,3547261176551;5,78251868586606;213,525037462144;221,563699883973;63,8434777143752;13,4479400095152;4,61984492999243;211,035952497365;223,043227700898;64,0963161704373;13,4816727197055;4,67727095764858
"Höhenrand";978,292751364617;591,243965050785;137,953284627493;26,1510173784502;6,79349320318831;1127,4603080895;703,601676621036;162,102786898986;35,5125459979779;12,2968131818991;1061,50102084343;638,600575385787;149,506396614324;30,2017024870875;10,1903046693679;1071,64748098035;628,221463091524;148,892703497953;29,4604328387033;10,9493064068083
"Hohe Warte";1584,02939228984;1251,17211664193;350,844013033524;73,8731254953939;19,6143928309251;2141,76435637995;1638,9999022857;477,349491083113;111,32581891603;34,4696661353694;1926,27927356473;1402,74633416588;400,971772879907;86,5693843263259;29,4332350631582;2000,84680207042;1352,93495146242;385,530620905305;79,4751632917543;32,2464180984652
"Hölderlinplatz";2151,72331565041;1378,23627594018;333,990432969623;61,8321292611859;16,4840476040233;2408,32128009901;1577,90017398031;366,263796278198;80,8549530099794;29,4406468800268;2302,59330595597;1457,49253245455;346,869012980061;70,3510807514831;23,6940678579317;2329,1474331104;1433,28583538903;343,035952222591;69,1834802996013;24,5549156413512
