"Stadtteil";"u_intervall_1";"u_intervall_2";"u_intervall_3";"o_intervall_1";"o_intervall_2";"o_intervall_3";"mean_1";"mean_2";"mean_3";"median_1";"median_2";"median_3"
"Weinsteige";501,026647186445;268,679526699781;396,394662566062;676,985752033759;321,591807699756;539,026436443613;588,142304282427;297,067246050745;460,790449666828;588,283709885529;297,713733809152;459,77994364023
"Weißenhof";663,749425327574;325,647065545457;447,542509976131;862,356326871945;389,428891642367;608,83141254773;763,299865317124;359,305986770424;522,394147912452;763,204064856886;359,809786597273;520,873902511542
"Wildpark";2,14276807115987;1,19505989301958;1,5611392723264;3,20505887975234;1,46779372189462;2,44702046129847;2,68596743399597;1,34603082181981;1,96800174418422;2,68657670857475;1,35316683363461;1,95901741648793
"Winterhalde";1170,60828208532;490,596158765871;614,877911095451;1450,13324627666;592,37857397794;825,031008472615;1310,90261097981;543,323230146285;713,774158873908;1308,57327072351;544,399981361856;712,525357820986
"Wolfbusch";725,109752045221;345,164128619617;455,442804294807;944,181198256982;415,865486758402;629,214631811828;837,822033230574;382,680541561728;537,497425207698;839,455419016415;383,48604565614;534,611429534177
"Zazenhausen";566,359786442393;257,285966446923;335,640261215077;709,907415704981;308,452932564708;446,491676987774;640,422709759012;283,657428057905;387,919862183083;641,046340885784;284,353792386967;386,068955640334
"Zuffenhausen-Am Stadtpark";874,792477956935;381,978901607453;488,716722741161;1107,40515324675;462,469413485045;663,997003755773;993,151438818683;424,119503361375;571,729057819942;993,993565421189;425,214630953046;569,973438283476
"Zuffenhausen-Elbelen";160,619872762578;71,2287665559477;92,0305890504757;198,760328823841;84,5869916882161;121,216647638815;180,022142275365;78,1927161097582;105,785141614877;180,162207424941;78,3404647593393;105,703922853997
"Zuffenhausen-Frauensteg";439,823624794647;191,983534475397;246,697547416166;544,826799398081;229,070121268235;326,313640910457;492,747166240557;211,189833201622;285,063000557821;492,889737061557;211,593845885655;284,560856584788
"Zuffenhausen-Hohenstein";1087,78739811691;448,574778450815;553,873076858894;1326,11247696423;535,539478146049;728,800197452217;1210,82050808019;493,215365543652;637,964126376158;1211,45291414984;494,573309393759;637,483488855026
"Zuffenhausen-Im Raiser";222,265668557831;104,470573320222;135,516212871603;277,117864565276;122,762473315046;180,325477701268;249,872327794652;113,740683333466;157,386988871882;249,970122854072;113,851109127489;157,188091714637
"Zuffenhausen-Mitte";2073,3081225443;887,267865039659;1131,51481103835;2562,7081885611;1062,44881568746;1490,64787457589;2324,82633276166;978,319356809689;1303,85431042865;2327,5449801356;980,626448804588;1301,2187789478
"Zuffenhausen-Mönchsberg";1243,09332356953;532,227529835155;666,604738546473;1593,10755905166;650,65688611687;929,142593597753;1424,16527342191;594,687008648073;789,147717930016;1425,91154113971;596,856150993056;786,380647113082
"Zuffenhausen-Schützenbühl";471,770430760049;194,555907286708;239,029022782428;596,18276742787;237,675340922065;330,209783659817;536,072853363037;217,194425052258;281,732721584705;536,800239954003;217,864319661417;280,613761752298
