"";"Observation.No";"Observed.y";"Predicted.y"
"1399";793;1;3
"1463";335;1;1
"471";2318;2;3
"1948";1382;1;1
"2733";2685;1;1
"746";2069;3;1
"1955";812;3;1
"2519";2052;2;1
"306";244;3;3
"239";1575;3;1
"755";2073;1;1
"2323";403;1;3
"2532";461;1;1
"532";139;1;1
"973";2330;1;1
"3123";1177;3;3
"2226";755;1;1
"262";1773;1;1
"2689";2023;3;3
"508";2695;3;3
"1851";1672;1;1
"1120";285;1;1
"3022";2096;1;1
"248";2316;1;3
"1999";1683;3;1
"2484";1621;3;3
"690";2281;1;1
"1856";2923;1;1
"2425";1486;3;3
"123";1987;3;1
"82";498;3;1
"2635";212;2;1
"2909";304;1;3
"752";1521;1;3
"1049";513;3;1
"1548";2826;2;1
"3002";764;1;3
"2097";967;1;1
"2151";1867;2;1
"2267";2296;3;3
"3132";2253;1;1
"906";2158;1;1
"860";1072;1;1
"1628";1041;3;1
"328";1967;1;1
"941";3012;2;1
"2255";2047;1;1
"2419";1570;2;3
"381";2395;2;1
"2961";2147;3;3
"731";2067;1;1
"2055";1697;3;3
"1095";860;3;3
"1997";1681;1;1
"223";710;3;3
"160";1270;3;3
"2557";734;2;1
"2908";303;3;3
"1829";337;3;1
"598";3042;3;3
"2999";2872;1;3
"2941";2146;1;3
"2676";2502;3;1
"1639";2992;1;1
"1461";333;1;1
"1804";2204;1;1
"2418";457;1;1
"1543";3095;2;1
"2981";2688;1;1
"2265";2294;3;1
"1150";1709;3;3
"1559";2336;3;1
"2587";2225;3;3
"318";817;1;3
"1090";604;3;1
"2942";2725;2;3
"580";1354;1;1
"1408";3027;2;1
"3128";2946;2;3
"144";1991;1;1
"539";2258;3;3
"2423";66;2;1
"2822";462;3;3
"877";1604;2;1
"2385";853;3;1
"1844";1666;2;1
"2871";2653;2;1
"866";419;1;3
"2291";2213;1;3
"1379";46;1;3
"2642";816;2;3
"1633";2413;1;1
"29";490;2;3
"2379";1874;1;1
"2827";1550;3;1
"54";1246;3;1
"3074";1625;3;3
"744";1916;1;1
"2945";737;2;3
"2303";1945;2;3
"1062";1188;1;1
"909";1503;1;1
"1305";1143;1;1
"2722";973;3;3
"359";1775;3;3
"2507";2375;3;1
"3310";3111;3;1
"1227";2602;1;1
"588";412;3;3
"1367";34;3;1
"854";1157;3;1
"1306";605;1;1
"2696";2274;2;3
"2902";3068;3;1
"1949";807;3;3
"2675";2501;2;3
"2454";2677;1;1
"1709";90;1;1
"946";999;1;3
"2009";2574;1;3
"2625";2933;1;1
"1445";1190;1;1
"1409";774;2;1
"1565";2828;3;1
"1454";2823;2;1
"3139";266;1;1
"390";2659;1;1
"546";105;1;3
"2441";1541;3;1
"871";781;3;3
"1500";1079;1;1
"2248";2785;3;3
"1627";964;2;1
"2210";2958;3;1
"1970";1236;3;1
"326";1123;1;1
"440";2555;1;1
"1703";592;1;1
"1586";719;3;1
"698";602;2;1
"168";1765;3;3
"2705";78;1;1
"431";133;1;1
"2597";2432;3;3
"902";1727;1;1
"94";505;1;1
"425";1635;1;1
"3110";3071;3;1
"3070";2307;3;3
"2808";2632;3;3
"2424";67;1;1
"77";1979;2;1
"420";1630;1;1
"544";103;1;3
"2831";1152;3;1
"338";2028;3;1
"1374";41;1;3
"2437";3087;2;1
"1215";917;3;1
"748";3024;3;1
"3098";1894;2;3
"1105";22;1;1
"81";2655;3;3
"831";182;3;1
"2435";1149;2;1
"1328";1076;1;1
"201";2969;3;1
"1492";161;2;1
"839";509;3;3
"152";49;3;1
"2566";1225;2;1
"525";2800;3;3
"1037";2987;1;1
"568";1202;1;3
"394";2663;1;1
"791";2282;3;1
"1598";400;1;1
"1646";2387;1;1
"837";203;1;1
"2310";835;2;1
"356";2380;2;3
"3055";1155;1;1
"1337";2411;1;1
"236";658;3;3
"2537";943;2;3
"976";1524;2;1
"2536";3083;3;1
"1431";530;1;1
"2109";865;2;1
"624";1125;3;3
"1245";2535;1;1
"256";3084;1;1
"2868";2651;2;1
"2543";2127;1;1
"694";415;1;3
"2719";970;2;3
"2692";2270;1;1
"830";2779;1;3
"2478";2722;2;1
"1820";1935;1;3
"2340";939;3;3
"2352";1393;2;3
"97";1257;1;3
"5";2735;3;3
"2858";1823;3;3
"282";1898;2;1
"960";2325;1;1
"410";2182;3;3
"2339";938;3;3
"845";2804;2;1
"2621";571;1;1
"3050";1554;1;1
"113";1586;3;1
"89";1981;2;1
"146";2965;3;1
"27";489;1;1
"2772";1015;1;1
"1211";1565;1;3
"1386";2814;1;1
"2550";2769;1;1
"461";1138;3;1
"455";672;3;1
"564";2558;1;1
"2771";2302;1;1
"978";1526;2;1
"1595";863;1;1
"2804";170;3;3
"2588";2226;1;1
"1718";1368;2;3
"2517";2268;2;3
"2685";620;1;1
"175";3039;2;1
"2662";377;1;3
"981";1615;1;1
"762";550;2;1
"380";268;1;1
"974";2331;3;1
"2148";2391;2;3
"1262";2765;3;1
"2842";2277;3;3
"2932";1300;3;1
"2556";733;2;1
"2839";2643;1;1
"205";981;3;3
"993";311;3;3
"219";706;3;3
"2711";2548;3;1
"1329";3048;1;3
"2701";969;1;1
"240";1576;1;1
"1632";2948;2;1
"1423";2952;1;3
"2690";1490;1;1
"1180";2200;1;1
"652";307;3;3
"276";1500;1;1
"2979";696;3;3
"2854";370;1;1
"447";97;1;3
"1967";1005;2;1
"745";144;3;3
"1811";1732;1;3
"101";485;1;3
"3141";13;2;3
"1728";1477;2;3
"199";1272;2;1
"124";1588;1;3
"2795";1150;3;3
"1506";794;1;1
"857";557;1;1
"2449";596;1;1
"1430";2243;3;3
"2584";2131;3;3
"2168";1052;1;3
"137";2962;1;1
"202";980;1;1
"2480";1348;1;1
"287";1903;2;1
"1996";1680;2;1
"1309";24;2;1
"3019";2093;3;1
"1280";677;1;3
"1040";2703;3;3
"496";2998;3;1
"3067";1755;2;1
"2569";2352;2;1
"626";2321;1;1
"595";1279;1;3
"1183";630;3;1
"2113";868;1;3
"330";2061;1;1
"655";2748;3;3
"1496";1039;1;1
"263";2317;3;1
"3137";976;3;3
"2978";695;2;1
"2691";1610;3;3
"749";2323;3;1
"217";704;3;3
"423";1633;1;1
"841";551;2;3
"1441";2609;1;1
"1787";893;1;1
"3073";2580;3;3
"1271";928;2;1
"529";1029;2;1
"486";2600;1;1
"2228";1482;2;1
"2509";1571;1;3
"1169";2489;3;3
"1355";1655;3;1
"1552";651;3;3
"1846";1668;1;3
"1766";297;3;3
"290";1905;2;1
"429";1639;1;1
"1165";1212;2;1
"1700";2833;1;1
"610";2237;1;1
"556";2999;3;3
"2669";1116;1;3
"1933";2541;2;1
"247";2137;3;3
"64";482;2;1
"682";2279;3;3
"816";1460;3;1
"577";990;3;3
"2272";869;3;3
"1585";718;3;3
"858";558;2;1
"371";2594;1;1
"2044";1316;1;1
"1319";564;1;1
"2864";2648;2;1
"368";1777;3;3
